"No.","Time","Source","Destination","Protocol","Length","Delay since first TCP frame in stream","Delay since previous TCP frame in stream","Info"
"1","0.000000000","127.0.0.1","127.0.0.1","TCP","74","0.000000000","0.000000000","49798  >  8822 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM=1 TSval=2991857696 TSecr=0 WS=128"
"2","0.000016891","127.0.0.1","127.0.0.1","TCP","74","0.000016891","0.000016891","8822  >  49798 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM=1 TSval=2991857696 TSecr=2991857696 WS=128"
"3","0.000032805","127.0.0.1","127.0.0.1","TCP","66","0.000032805","0.000015914","49798  >  8822 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2991857696 TSecr=2991857696"
"4","0.003892029","127.0.0.1","127.0.0.1","TLSv1.3","418","0.003892029","0.003859224","Client Hello"
"5","0.003906661","127.0.0.1","127.0.0.1","TCP","66","0.003906661","0.000014632","8822  >  49798 [ACK] Seq=1 Ack=353 Win=65152 Len=0 TSval=2991857700 TSecr=2991857700"
"6","0.011952520","127.0.0.1","127.0.0.1","TLSv1.3","2253","0.011952520","0.008045859","Server Hello, Change Cipher Spec, Encrypted Extensions, Certificate, Certificate Verify, Finished"
"7","0.011977097","127.0.0.1","127.0.0.1","TCP","66","0.011977097","0.000024577","49798  >  8822 [ACK] Seq=353 Ack=2188 Win=63872 Len=0 TSval=2991857708 TSecr=2991857708"
"8","0.013665562","127.0.0.1","127.0.0.1","HTTP2","237","0.013665562","0.001688465","Magic, SETTINGS[0]"
"9","0.013685631","127.0.0.1","127.0.0.1","TCP","66","0.013685631","0.000020069","8822  >  49798 [ACK] Seq=2188 Ack=524 Win=65408 Len=0 TSval=2991857710 TSecr=2991857710"
"10","0.014222244","127.0.0.1","127.0.0.1","HTTP2","643","0.014222244","0.000536613","SETTINGS[0]"
"11","0.014235264","127.0.0.1","127.0.0.1","TCP","66","0.014235264","0.000013020","49798  >  8822 [ACK] Seq=524 Ack=2765 Win=65024 Len=0 TSval=2991857710 TSecr=2991857710"
"12","0.014727083","127.0.0.1","127.0.0.1","HTTP2","97","0.014727083","0.000491819","SETTINGS[0]"
"13","0.014733863","127.0.0.1","127.0.0.1","TCP","66","0.014733863","0.000006780","49798  >  8822 [ACK] Seq=524 Ack=2796 Win=65024 Len=0 TSval=2991857711 TSecr=2991857711"
"14","0.020676999","127.0.0.1","127.0.0.1","HTTP2","32834","0.020676999","0.005943136","HEADERS[1]: PUT /put/0-60_18314587645695,24_831518950092683"
"15","0.020703817","127.0.0.1","127.0.0.1","TCP","66","0.020703817","0.000026818","8822  >  49798 [ACK] Seq=2796 Ack=33292 Win=48512 Len=0 TSval=2991857717 TSecr=2991857717"
"16","0.020736903","127.0.0.1","127.0.0.1","HTTP2","20053","0.020736903","0.000033086","DATA[1][TLS segment of a reassembled PDU], DATA[1], DATA[1], DATA[1], DATA[1]"
"17","0.020742775","127.0.0.1","127.0.0.1","TCP","66","0.020742775","0.000005872","8822  >  49798 [ACK] Seq=2796 Ack=53279 Win=37888 Len=0 TSval=2991857717 TSecr=2991857717"
"18","0.022073339","127.0.0.1","127.0.0.1","HTTP2","114","0.022073339","0.001330564","WINDOW_UPDATE[0], WINDOW_UPDATE[1]"
"19","0.022083526","127.0.0.1","127.0.0.1","TCP","66","0.022083526","0.000010187","49798  >  8822 [ACK] Seq=53279 Ack=2844 Win=65536 Len=0 TSval=2991857718 TSecr=2991857718"
