"No.","Time","Source","Destination","Protocol","Length","Delay since first TCP frame in stream","Delay since previous TCP frame in stream","Info"
"1","0.000000000","127.0.0.1","127.0.0.1","TCP","74","0.000000000","0.000000000","53156  >  8822 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM=1 TSval=3016110848 TSecr=0 WS=128"
"2","0.000013612","127.0.0.1","127.0.0.1","TCP","74","0.000013612","0.000013612","8822  >  53156 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM=1 TSval=3016110848 TSecr=3016110848 WS=128"
"3","0.000024965","127.0.0.1","127.0.0.1","TCP","66","0.000024965","0.000011353","53156  >  8822 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=3016110848 TSecr=3016110848"
"4","0.002281948","127.0.0.1","127.0.0.1","TLSv1.3","418","0.002281948","0.002256983","Client Hello"
"5","0.002294406","127.0.0.1","127.0.0.1","TCP","66","0.002294406","0.000012458","8822  >  53156 [ACK] Seq=1 Ack=353 Win=65152 Len=0 TSval=3016110851 TSecr=3016110851"
"6","0.010113311","127.0.0.1","127.0.0.1","TLSv1.3","2253","0.010113311","0.007818905","Server Hello, Change Cipher Spec, Encrypted Extensions, Certificate, Certificate Verify, Finished"
"7","0.010134994","127.0.0.1","127.0.0.1","TCP","66","0.010134994","0.000021683","53156  >  8822 [ACK] Seq=353 Ack=2188 Win=63872 Len=0 TSval=3016110858 TSecr=3016110858"
"8","0.012293929","127.0.0.1","127.0.0.1","HTTP2","237","0.012293929","0.002158935","Magic, SETTINGS[0]"
"9","0.012311012","127.0.0.1","127.0.0.1","TCP","66","0.012311012","0.000017083","8822  >  53156 [ACK] Seq=2188 Ack=524 Win=65408 Len=0 TSval=3016110861 TSecr=3016110861"
"10","0.012809693","127.0.0.1","127.0.0.1","HTTP2","643","0.012809693","0.000498681","SETTINGS[0]"
"11","0.012820213","127.0.0.1","127.0.0.1","TCP","66","0.012820213","0.000010520","53156  >  8822 [ACK] Seq=524 Ack=2765 Win=65024 Len=0 TSval=3016110861 TSecr=3016110861"
"12","0.013244003","127.0.0.1","127.0.0.1","HTTP2","97","0.013244003","0.000423790","SETTINGS[0]"
"13","0.013250144","127.0.0.1","127.0.0.1","TCP","66","0.013250144","0.000006141","53156  >  8822 [ACK] Seq=524 Ack=2796 Win=65024 Len=0 TSval=3016110861 TSecr=3016110861"
"14","0.020272912","127.0.0.1","127.0.0.1","HTTP2","32834","0.020272912","0.007022768","HEADERS[1]: PUT /put/0-60_18314587645695,24_831518950092683"
"15","0.020307286","127.0.0.1","127.0.0.1","TCP","66","0.020307286","0.000034374","8822  >  53156 [ACK] Seq=2796 Ack=33292 Win=48512 Len=0 TSval=3016110869 TSecr=3016110868"
"16","0.020339224","127.0.0.1","127.0.0.1","HTTP2","20053","0.020339224","0.000031938","DATA[1][TLS segment of a reassembled PDU], DATA[1], DATA[1], DATA[1], DATA[1]"
"17","0.020354539","127.0.0.1","127.0.0.1","TCP","66","0.020354539","0.000015315","8822  >  53156 [ACK] Seq=2796 Ack=53279 Win=37888 Len=0 TSval=3016110869 TSecr=3016110869"
"18","0.021736104","127.0.0.1","127.0.0.1","HTTP2","114","0.021736104","0.001381565","WINDOW_UPDATE[0], WINDOW_UPDATE[1]"
"19","0.021752104","127.0.0.1","127.0.0.1","TCP","66","0.021752104","0.000016000","53156  >  8822 [ACK] Seq=53279 Ack=2844 Win=65536 Len=0 TSval=3016110870 TSecr=3016110870"
"20","0.022738816","127.0.0.1","127.0.0.1","HTTP2","110","0.022738816","0.000986712","HEADERS[1]: 200 OK"
"21","0.022747867","127.0.0.1","127.0.0.1","TCP","66","0.022747867","0.000009051","53156  >  8822 [ACK] Seq=53279 Ack=2888 Win=65536 Len=0 TSval=3016110871 TSecr=3016110871"
"22","1.018735739","127.0.0.1","127.0.0.1","HTTP2","32834","1.018735739","0.995987872","HEADERS[3]: PUT /put/0-60_18314587645695,24_831518950092683"
"23","1.018831906","127.0.0.1","127.0.0.1","HTTP2","13210","1.018831906","0.000096167","DATA[3][TLS segment of a reassembled PDU], DATA[3], DATA[3]"
