"No.","Time","Source","Destination","Protocol","Length","Delay since first TCP frame in stream","Delay since previous TCP frame in stream","Info"
"179","25.023109006","127.0.0.1","127.0.0.1","HTTP2","6803","25.023109006","0.000385740","DATA[51], DATA[51] (JPEG JFIF image)"
"180","25.024003240","127.0.0.1","127.0.0.1","HTTP2","101","25.024003240","0.000894234","WINDOW_UPDATE[0]"
"181","25.024925968","127.0.0.1","127.0.0.1","HTTP2","100","25.024925968","0.000922728","HEADERS[51]: 201 Created"
"182","25.025018686","127.0.0.1","127.0.0.1","TCP","66","25.025018686","0.000092718","53130  >  8822 [ACK] Seq=1369500 Ack=5682 Win=65536 Len=0 TSval=3015762509 TSecr=3015762508"
"183","26.019008783","127.0.0.1","127.0.0.1","HTTP2","52715","26.019008783","0.993990097","DATA[53], DATA[53], DATA[53], DATA[53], DATA[53]"
"184","26.021489944","127.0.0.1","127.0.0.1","HTTP2","114","26.021489944","0.002481161","WINDOW_UPDATE[0], WINDOW_UPDATE[53]"
"185","26.023137407","127.0.0.1","127.0.0.1","HTTP2","100","26.023137407","0.001647463","HEADERS[53]: 201 Created"
"186","26.023238036","127.0.0.1","127.0.0.1","TCP","66","26.023238036","0.000100629","53130  >  8822 [ACK] Seq=1422149 Ack=5764 Win=65536 Len=0 TSval=3015763507 TSecr=3015763506"
"187","27.018271215","127.0.0.1","127.0.0.1","HTTP2","45978","27.018271215","0.995033179","DATA[55], DATA[55], DATA[55]"
"188","27.020489841","127.0.0.1","127.0.0.1","HTTP2","101","27.020489841","0.002218626","WINDOW_UPDATE[0]"
"189","27.021252086","127.0.0.1","127.0.0.1","HTTP2","101","27.021252086","0.000762245","WINDOW_UPDATE[55]"
"190","27.021934822","127.0.0.1","127.0.0.1","TCP","66","27.021934822","0.000682736","53130  >  8822 [ACK] Seq=1468061 Ack=5834 Win=65536 Len=0 TSval=3015764506 TSecr=3015764505"
"191","27.022300919","127.0.0.1","127.0.0.1","HTTP2","6803","27.022300919","0.000366097","DATA[55], DATA[55] (JPEG JFIF image)"
"192","27.023048476","127.0.0.1","127.0.0.1","HTTP2","101","27.023048476","0.000747557","WINDOW_UPDATE[0]"
"193","27.024015633","127.0.0.1","127.0.0.1","HTTP2","100","27.024015633","0.000967157","HEADERS[55]: 201 Created"
"194","27.024141032","127.0.0.1","127.0.0.1","TCP","66","27.024141032","0.000125399","53130  >  8822 [ACK] Seq=1474798 Ack=5903 Win=65536 Len=0 TSval=3015764508 TSecr=3015764507"
"195","28.019075181","127.0.0.1","127.0.0.1","HTTP2","52715","28.019075181","0.994934149","DATA[57], DATA[57], DATA[57], DATA[57], DATA[57]"
"196","28.021343877","127.0.0.1","127.0.0.1","HTTP2","114","28.021343877","0.002268696","WINDOW_UPDATE[0], WINDOW_UPDATE[57]"
"197","28.023417648","127.0.0.1","127.0.0.1","HTTP2","100","28.023417648","0.002073771","HEADERS[57]: 201 Created"
"198","28.023591098","127.0.0.1","127.0.0.1","TCP","66","28.023591098","0.000173450","53130  >  8822 [ACK] Seq=1527447 Ack=5985 Win=65536 Len=0 TSval=3015765508 TSecr=3015765505"
"199","29.019736837","127.0.0.1","127.0.0.1","HTTP2","45978","29.019736837","0.996145739","DATA[59], DATA[59], DATA[59]"
"200","29.022227136","127.0.0.1","127.0.0.1","HTTP2","101","29.022227136","0.002490299","WINDOW_UPDATE[0]"
"201","29.022532137","127.0.0.1","127.0.0.1","HTTP2","101","29.022532137","0.000305001","WINDOW_UPDATE[59]"
"202","29.023015200","127.0.0.1","127.0.0.1","TCP","66","29.023015200","0.000483063","53130  >  8822 [ACK] Seq=1573359 Ack=6055 Win=65536 Len=0 TSval=3015766507 TSecr=3015766506"
"203","29.023172221","127.0.0.1","127.0.0.1","HTTP2","6803","29.023172221","0.000157021","DATA[59], DATA[59] (JPEG JFIF image)"
"204","29.023505876","127.0.0.1","127.0.0.1","HTTP2","101","29.023505876","0.000333655","WINDOW_UPDATE[0]"
"205","29.024119396","127.0.0.1","127.0.0.1","HTTP2","100","29.024119396","0.000613520","HEADERS[59]: 201 Created"
"206","29.024171253","127.0.0.1","127.0.0.1","TCP","66","29.024171253","0.000051857","53130  >  8822 [ACK] Seq=1580096 Ack=6124 Win=65536 Len=0 TSval=3015766508 TSecr=3015766508"
"207","30.019032923","127.0.0.1","127.0.0.1","HTTP2","52715","30.019032923","0.994861670","DATA[61], DATA[61], DATA[61], DATA[61], DATA[61]"
"208","30.022237812","127.0.0.1","127.0.0.1","HTTP2","114","30.022237812","0.003204889","WINDOW_UPDATE[0], WINDOW_UPDATE[61]"
"209","30.023595177","127.0.0.1","127.0.0.1","HTTP2","100","30.023595177","0.001357365","HEADERS[61]: 201 Created"
"210","30.023698532","127.0.0.1","127.0.0.1","TCP","66","30.023698532","0.000103355","53130  >  8822 [ACK] Seq=1632745 Ack=6206 Win=65536 Len=0 TSval=3015767508 TSecr=3015767506"
"211","31.019781274","127.0.0.1","127.0.0.1","HTTP2","45978","31.019781274","0.996082742","DATA[63], DATA[63], DATA[63]"
"212","31.021607619","127.0.0.1","127.0.0.1","HTTP2","101","31.021607619","0.001826345","WINDOW_UPDATE[0]"
"213","31.022035927","127.0.0.1","127.0.0.1","HTTP2","101","31.022035927","0.000428308","WINDOW_UPDATE[63]"
"214","31.022899043","127.0.0.1","127.0.0.1","TCP","66","31.022899043","0.000863116","53130  >  8822 [ACK] Seq=1678657 Ack=6276 Win=65536 Len=0 TSval=3015768507 TSecr=3015768506"
"215","31.023245115","127.0.0.1","127.0.0.1","HTTP2","6803","31.023245115","0.000346072","DATA[63], DATA[63] (JPEG JFIF image)"
"216","31.023858675","127.0.0.1","127.0.0.1","HTTP2","101","31.023858675","0.000613560","WINDOW_UPDATE[0]"
"217","31.024986137","127.0.0.1","127.0.0.1","HTTP2","100","31.024986137","0.001127462","HEADERS[63]: 201 Created"
