"No.","Time","Source","Destination","Protocol","Length","Delay since first TCP frame in stream","Delay since previous TCP frame in stream","Info"
"1","0.000000000","127.0.0.1","127.0.0.1","TCP","74","0.000000000","0.000000000","53134  >  8822 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM=1 TSval=3015840697 TSecr=0 WS=128"
"2","0.000032372","127.0.0.1","127.0.0.1","TCP","74","0.000032372","0.000032372","8822  >  53134 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM=1 TSval=3015840697 TSecr=3015840697 WS=128"
"3","0.000054583","127.0.0.1","127.0.0.1","TCP","66","0.000054583","0.000022211","53134  >  8822 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=3015840697 TSecr=3015840697"
"4","0.004386580","127.0.0.1","127.0.0.1","TLSv1.3","418","0.004386580","0.004331997","Client Hello"
"5","0.004415925","127.0.0.1","127.0.0.1","TCP","66","0.004415925","0.000029345","8822  >  53134 [ACK] Seq=1 Ack=353 Win=65152 Len=0 TSval=3015840702 TSecr=3015840701"
"6","0.014206839","127.0.0.1","127.0.0.1","TLSv1.3","2253","0.014206839","0.009790914","Server Hello, Change Cipher Spec, Encrypted Extensions, Certificate, Certificate Verify, Finished"
"7","0.014229923","127.0.0.1","127.0.0.1","TCP","66","0.014229923","0.000023084","53134  >  8822 [ACK] Seq=353 Ack=2188 Win=63872 Len=0 TSval=3015840711 TSecr=3015840711"
"8","0.016329450","127.0.0.1","127.0.0.1","HTTP2","237","0.016329450","0.002099527","Magic, SETTINGS[0]"
"9","0.016383997","127.0.0.1","127.0.0.1","TCP","66","0.016383997","0.000054547","8822  >  53134 [ACK] Seq=2188 Ack=524 Win=65408 Len=0 TSval=3015840713 TSecr=3015840713"
"10","0.017235157","127.0.0.1","127.0.0.1","HTTP2","643","0.017235157","0.000851160","SETTINGS[0]"
"11","0.017253071","127.0.0.1","127.0.0.1","TCP","66","0.017253071","0.000017914","53134  >  8822 [ACK] Seq=524 Ack=2765 Win=65024 Len=0 TSval=3015840714 TSecr=3015840714"
"12","0.018080305","127.0.0.1","127.0.0.1","HTTP2","97","0.018080305","0.000827234","SETTINGS[0]"
"13","0.018091592","127.0.0.1","127.0.0.1","TCP","66","0.018091592","0.000011287","53134  >  8822 [ACK] Seq=524 Ack=2796 Win=65024 Len=0 TSval=3015840715 TSecr=3015840715"
"14","0.024774719","127.0.0.1","127.0.0.1","HTTP2","32834","0.024774719","0.006683127","HEADERS[1]: PUT /put/0-60_18314587645695,24_831518950092683"
"15","0.024792400","127.0.0.1","127.0.0.1","TCP","66","0.024792400","0.000017681","8822  >  53134 [ACK] Seq=2796 Ack=33292 Win=48512 Len=0 TSval=3015840722 TSecr=3015840722"
"16","0.024820426","127.0.0.1","127.0.0.1","HTTP2","20053","0.024820426","0.000028026","DATA[1][TLS segment of a reassembled PDU], DATA[1], DATA[1], DATA[1], DATA[1]"
"17","0.024825837","127.0.0.1","127.0.0.1","TCP","66","0.024825837","0.000005411","8822  >  53134 [ACK] Seq=2796 Ack=53279 Win=37888 Len=0 TSval=3015840722 TSecr=3015840722"
"18","0.026263234","127.0.0.1","127.0.0.1","HTTP2","114","0.026263234","0.001437397","WINDOW_UPDATE[0], WINDOW_UPDATE[1]"
"19","0.026276801","127.0.0.1","127.0.0.1","TCP","66","0.026276801","0.000013567","53134  >  8822 [ACK] Seq=53279 Ack=2844 Win=65536 Len=0 TSval=3015840723 TSecr=3015840723"
"20","0.026969935","127.0.0.1","127.0.0.1","HTTP2","110","0.026969935","0.000693134","HEADERS[1]: 200 OK"
"21","0.026975308","127.0.0.1","127.0.0.1","TCP","66","0.026975308","0.000005373","53134  >  8822 [ACK] Seq=53279 Ack=2888 Win=65536 Len=0 TSval=3015840724 TSecr=3015840724"
"22","1.020835607","127.0.0.1","127.0.0.1","HTTP2","32834","1.020835607","0.993860299","HEADERS[3]: PUT /put/0-60_18314587645695,24_831518950092683"
"23","1.020866176","127.0.0.1","127.0.0.1","HTTP2","13210","1.020866176","0.000030569","DATA[3][TLS segment of a reassembled PDU], DATA[3], DATA[3]"
"24","1.020975304","127.0.0.1","127.0.0.1","TCP","66","1.020975304","0.000109128","8822  >  53134 [ACK] Seq=2888 Ack=99191 Win=65536 Len=0 TSval=3015841718 TSecr=3015841718"
"25","1.021918619","127.0.0.1","127.0.0.1","HTTP2","101","1.021918619","0.000943315","WINDOW_UPDATE[0]"
"26","1.021925230","127.0.0.1","127.0.0.1","TCP","66","1.021925230","0.000006611","53134  >  8822 [ACK] Seq=99191 Ack=2923 Win=65536 Len=0 TSval=3015841719 TSecr=3015841719"
"27","1.022146599","127.0.0.1","127.0.0.1","HTTP2","101","1.022146599","0.000221369","WINDOW_UPDATE[3]"
"28","1.022150733","127.0.0.1","127.0.0.1","TCP","66","1.022150733","0.000004134","53134  >  8822 [ACK] Seq=99191 Ack=2958 Win=65536 Len=0 TSval=3015841719 TSecr=3015841719"
"29","1.022624349","127.0.0.1","127.0.0.1","HTTP2","6803","1.022624349","0.000473616","DATA[3], DATA[3] (JPEG JFIF image)"
"30","1.022673018","127.0.0.1","127.0.0.1","TCP","66","1.022673018","0.000048669","8822  >  53134 [ACK] Seq=2958 Ack=105928 Win=196480 Len=0 TSval=3015841720 TSecr=3015841720"
"31","1.022948753","127.0.0.1","127.0.0.1","HTTP2","101","1.022948753","0.000275735","WINDOW_UPDATE[0]"
"32","1.022952641","127.0.0.1","127.0.0.1","TCP","66","1.022952641","0.000003888","53134  >  8822 [ACK] Seq=105928 Ack=2993 Win=65536 Len=0 TSval=3015841720 TSecr=3015841720"
"33","1.023331386","127.0.0.1","127.0.0.1","HTTP2","100","1.023331386","0.000378745","HEADERS[3]: 200 OK"
"34","1.023336333","127.0.0.1","127.0.0.1","TCP","66","1.023336333","0.000004947","53134  >  8822 [ACK] Seq=105928 Ack=3027 Win=65536 Len=0 TSval=3015841720 TSecr=3015841720"
"35","2.025907131","127.0.0.1","127.0.0.1","HTTP2","52715","2.025907131","1.002570798","DATA[5], DATA[5], DATA[5], DATA[5], DATA[5]"
"36","2.026283256","127.0.0.1","127.0.0.1","TCP","66","2.026283256","0.000376125","8822  >  53134 [ACK] Seq=3027 Ack=158577 Win=327424 Len=0 TSval=3015842723 TSecr=3015842723"
"37","2.029133046","127.0.0.1","127.0.0.1","HTTP2","114","2.029133046","0.002849790","WINDOW_UPDATE[0], WINDOW_UPDATE[5]"
"38","2.029145408","127.0.0.1","127.0.0.1","TCP","66","2.029145408","0.000012362","53134  >  8822 [ACK] Seq=158577 Ack=3075 Win=65536 Len=0 TSval=3015842726 TSecr=3015842726"
"39","2.030364967","127.0.0.1","127.0.0.1","HTTP2","100","2.030364967","0.001219559","HEADERS[5]: 200 OK"
"40","2.030381615","127.0.0.1","127.0.0.1","TCP","66","2.030381615","0.000016648","53134  >  8822 [ACK] Seq=158577 Ack=3109 Win=65536 Len=0 TSval=3015842727 TSecr=3015842727"
"41","2.667976531","127.0.0.1","127.0.0.1","UDP","86","","","57621  >  57621 Len=44"
"42","3.021754403","127.0.0.1","127.0.0.1","HTTP2","45978","3.021754403","0.991372788","DATA[7], DATA[7], DATA[7]"
"43","3.023300772","127.0.0.1","127.0.0.1","HTTP2","101","3.023300772","0.001546369","WINDOW_UPDATE[0]"
"44","3.023316789","127.0.0.1","127.0.0.1","TCP","66","3.023316789","0.000016017","53134  >  8822 [ACK] Seq=204489 Ack=3144 Win=65536 Len=0 TSval=3015843720 TSecr=3015843720"
"45","3.023542800","127.0.0.1","127.0.0.1","HTTP2","101","3.023542800","0.000226011","WINDOW_UPDATE[7]"
"46","3.023546923","127.0.0.1","127.0.0.1","TCP","66","3.023546923","0.000004123","53134  >  8822 [ACK] Seq=204489 Ack=3179 Win=65536 Len=0 TSval=3015843721 TSecr=3015843721"
"47","3.023984316","127.0.0.1","127.0.0.1","HTTP2","6803","3.023984316","0.000437393","DATA[7], DATA[7] (JPEG JFIF image)"
"48","3.024303596","127.0.0.1","127.0.0.1","HTTP2","101","3.024303596","0.000319280","WINDOW_UPDATE[0]"
"49","3.024717532","127.0.0.1","127.0.0.1","HTTP2","100","3.024717532","0.000413936","HEADERS[7]: 200 OK"
"50","3.024753430","127.0.0.1","127.0.0.1","TCP","66","3.024753430","0.000035898","53134  >  8822 [ACK] Seq=211226 Ack=3248 Win=65536 Len=0 TSval=3015843722 TSecr=3015843721"
"51","4.021639511","127.0.0.1","127.0.0.1","HTTP2","52715","4.021639511","0.996886081","DATA[9], DATA[9], DATA[9], DATA[9], DATA[9]"
"52","4.023421119","127.0.0.1","127.0.0.1","HTTP2","114","4.023421119","0.001781608","WINDOW_UPDATE[0], WINDOW_UPDATE[9]"
"53","4.024767320","127.0.0.1","127.0.0.1","HTTP2","100","4.024767320","0.001346201","HEADERS[9]: 200 OK"
"54","4.024857972","127.0.0.1","127.0.0.1","TCP","66","4.024857972","0.000090652","53134  >  8822 [ACK] Seq=263875 Ack=3330 Win=65536 Len=0 TSval=3015844722 TSecr=3015844721"
"55","5.022518251","127.0.0.1","127.0.0.1","HTTP2","45978","5.022518251","0.997660279","DATA[11], DATA[11], DATA[11]"
"56","5.024518302","127.0.0.1","127.0.0.1","HTTP2","101","5.024518302","0.002000051","WINDOW_UPDATE[0]"
"57","5.025162619","127.0.0.1","127.0.0.1","HTTP2","101","5.025162619","0.000644317","WINDOW_UPDATE[11]"
"58","5.026499168","127.0.0.1","127.0.0.1","TCP","66","5.026499168","0.001336549","53134  >  8822 [ACK] Seq=309787 Ack=3400 Win=65536 Len=0 TSval=3015845724 TSecr=3015845722"
"59","5.026924626","127.0.0.1","127.0.0.1","HTTP2","6803","5.026924626","0.000425458","DATA[11], DATA[11] (JPEG JFIF image)"
"60","5.027591409","127.0.0.1","127.0.0.1","HTTP2","101","5.027591409","0.000666783","WINDOW_UPDATE[0]"
"61","5.028377933","127.0.0.1","127.0.0.1","HTTP2","100","5.028377933","0.000786524","HEADERS[11]: 200 OK"
"62","5.028480839","127.0.0.1","127.0.0.1","TCP","66","5.028480839","0.000102906","53134  >  8822 [ACK] Seq=316524 Ack=3469 Win=65536 Len=0 TSval=3015845726 TSecr=3015845725"
"63","6.023371143","127.0.0.1","127.0.0.1","HTTP2","52715","6.023371143","0.994890304","DATA[13], DATA[13], DATA[13], DATA[13], DATA[13]"
"64","6.025052608","127.0.0.1","127.0.0.1","HTTP2","114","6.025052608","0.001681465","WINDOW_UPDATE[0], WINDOW_UPDATE[13]"
"65","6.026082565","127.0.0.1","127.0.0.1","HTTP2","100","6.026082565","0.001029957","HEADERS[13]: 200 OK"
"66","6.026207101","127.0.0.1","127.0.0.1","TCP","66","6.026207101","0.000124536","53134  >  8822 [ACK] Seq=369173 Ack=3551 Win=65536 Len=0 TSval=3015846723 TSecr=3015846722"
"67","7.023394756","127.0.0.1","127.0.0.1","HTTP2","45978","7.023394756","0.997187655","DATA[15], DATA[15], DATA[15]"
"68","7.025246292","127.0.0.1","127.0.0.1","HTTP2","101","7.025246292","0.001851536","WINDOW_UPDATE[0]"
"69","7.025779051","127.0.0.1","127.0.0.1","HTTP2","101","7.025779051","0.000532759","WINDOW_UPDATE[15]"
"70","7.026615775","127.0.0.1","127.0.0.1","TCP","66","7.026615775","0.000836724","53134  >  8822 [ACK] Seq=415085 Ack=3621 Win=65536 Len=0 TSval=3015847724 TSecr=3015847722"
"71","7.026985645","127.0.0.1","127.0.0.1","HTTP2","6803","7.026985645","0.000369870","DATA[15], DATA[15] (JPEG JFIF image)"
